FID,line,route,grade,shape
GISDATA.MBTA_ARC.53,SILVER,SL1 SL3,7,"LINESTRING (239142.6763008237 901658.7121989802, 239140.6290004179 901569.0388995744, 239120.39739991724 901409.0805996843, 239114.88169959933 901346.5181010701, 239106.23380044103 901277.9079998359, 239091.49299866706 901166.9425011948, 239086.57939911634 901119.444300469, 239064.05869863927 901004.3841012307, 239038.26229943335 900916.348699525, 238989.12630079687 900800.8791007064, 238938.76180092245 900687.8661987521, 238825.74899876118 900437.6819993705, 238746.31240095198 900263.6585992724, 238708.23199974746 900190.3639993444, 238673.8367997706 900134.6765003353, 238621.42499949038 900058.5157010481, 238584.98249910772 900015.5217002928, 238528.88550072908 899953.2827009112, 238479.7494989708 899904.9656012319, 238434.2986984402 899867.2945996113, 238393.76140078902 899836.5846008509, 238352.81480023265 899805.0557000227, 238331.93190078437 899791.1338003203, 238293.85149957985 899769.4320985936, 238266.00779997557 899753.0533991195, 238245.12500032037 899743.6356993914, 238215.6433998868 899730.1232990623, 238173.46830120683 899712.9256008379, 238143.16769891232 899703.0983986184, 238126.78909923136 899701.0511013344, 238104.2683987543 899696.9564007372, 238094.96140116453 899695.0861994363)"
GISDATA.MBTA_ARC.54,SILVER,SL4 SL5,3,"LINESTRING (235948.59250055254 899993.5006002188, 235984.37500124425 900080.6874986142, 236009.7343986258 900141.9375010729)"
GISDATA.MBTA_ARC.55,SILVER,SL4 SL5,3,"LINESTRING (236009.7343986258 900141.9375010729, 236023.9375007227 900206.6249986626, 236026.4531006813 900217.0625003055, 236032.87500052154 900252.0624985956, 236039.59369861335 900305.5000010766)"
GISDATA.MBTA_ARC.56,SILVER,SL2,3,"LINESTRING (238202.25000015646 899782.125001207, 238151.13910128176 899711.8452991359, 238142.56890068948 899707.7465007678, 238133.6261991486 899706.2561009303)"
GISDATA.MBTA_ARC.57,SILVER,SL2,3,"MULTILINESTRING ((238556.7520000264 899463.6093987972, 238558.61879899353 899463.6651989371, 238654.36730014533 899466.5269013494, 238811.66239929944 899470.4294995219, 238930.10269995034 899472.9358997717, 238938.58319868147 899470.8158000335, 238945.1791009158 899468.224600289, 238951.06820032 899463.7488009147, 238957.68750099838 899458.7499995716, 238960.9620988816 899451.4992993884, 238963.78889852762 899442.7833005451, 238963.78889852762 899436.3124987818, 238963.78889852762 899385.0816013813), (238963.78889852762 899385.0816013813, 238963.78889852762 899329.9463999607, 239030.69009900838 899331.8309995867, 239030.62400142848 899349.1411993541, 239030.45449910313 899393.549700778, 239009.28130046278 899382.1875003949, 238992.06249903888 899376.2500011586, 238971.3418013975 899375.5505986437, 238963.78889852762 899385.0816013813), (238963.78889852762 899385.0816013813, 238962.38459862024 899386.8537992612, 238949.43750021607 899386.3749995604, 238929.96800059825 899386.2140015103, 238911.374999471 899385.2499997355, 238373.3106008172 899370.2569013685))"
GISDATA.MBTA_ARC.58,SILVER,SL5,3,"LINESTRING (236039.59369861335 900305.5000010766, 236043.8281007111 900364.124998752, 236043.8281007111 900386.6875002161, 236044.46869992465 900402.8124997504, 236048.34369896352 900419.5000007562, 236077.9844013676 900469.7500001006, 236097.95309909433 900501.3125001453, 236116.1563007012 900526.8125002794, 236154.0156001225 900571.8750013113)"
GISDATA.MBTA_ARC.59,SILVER,SL5,3,"LINESTRING (236154.0156001225 900571.8750013113, 236082.64059925824 900620.12499924, 236015.2812999934 900665.6874998435, 235977.26559925824 900610.7499986403, 235940.73440119624 900519.3749991991, 235912.3750001341 900438.2499988377, 235905.29689899087 900413.7500009686, 235904.68580122292 900410.9413013607)"
GISDATA.MBTA_ARC.60,SILVER,SL5,3,"LINESTRING (235904.68580122292 900410.9413013607, 235892.4061994925 900354.4999999255, 235883.65619914234 900299.9999995194, 235869.84380093962 900226.312500231, 235852.4843998775 900159.812500678, 235969.693900913 900146.4886008576, 235975.3402994871 900144.8537998684, 235980.5388000384 900141.0729996227, 235985.50109879673 900135.638200622, 235987.18370085955 900126.3765997067)"
GISDATA.MBTA_ARC.61,SILVER,SL3,3,"LINESTRING (238725.47439920902 902734.3364997655, 238725.6362985149 902730.1271988451, 238732.75750108063 902725.6019985862, 238745.73250111192 902725.6019985862, 238766.16129974276 902726.4302001633, 238786.08750104904 902727.1997013539)"
GISDATA.MBTA_ARC.62,SILVER,SL1,7,"LINESTRING (239177.31770063937 901632.6133008264, 239177.8092988506 901642.0240992159, 239177.8092988506 901664.2880997062, 239177.8092988506 901711.6335010417, 239175.1203015074 901745.3346000351, 239172.23630149662 901781.3444988541, 239167.49449951202 901808.2938993052)"
GISDATA.MBTA_ARC.63,SILVER,SL1 SL3,3,"LINESTRING (237660.07410129905 899782.8598990105, 237626.59280053526 899812.6505005546, 237605.2937997505 899832.2297012657, 237583.4657002464 899849.5599002652, 237573.6848988682 899856.0687015057, 237560.84370004386 899863.5828003101, 237549.73999904096 899868.6364007406, 237538.22179964185 899872.9755984508, 237523.81079968065 899876.9707987234, 237513.75659850985 899878.9552011751, 237501.05660120398 899881.3364011608, 237487.9508997947 899882.5006011054, 237476.31800027937 899882.9239000455, 237465.06440012902 899882.7652003653, 237454.6220990494 899881.9979008697, 237444.95600090176 899880.6484998427, 237438.72059945762 899878.3928992897, 237433.44659891725 899876.0183012635, 237428.56059849262 899871.4078992158, 237425.14749975502 899867.0422998965, 237423.79809872806 899863.0735012293, 237424.0361997038 899855.2153987549, 237426.0205990374 899848.3097001798, 237430.2274986729 899842.277200684, 237436.65689861774 899836.8003013134, 237444.9119015485 899833.7046986073, 237455.38939853758 899832.434698876, 237464.37370147556 899832.4580006488, 237492.614098832 899829.9475993067, 237494.0503014624 899829.82010068, 237531.640800938 899825.533200983, 237560.98759910464 899819.2683012113)"
GISDATA.MBTA_ARC.64,SILVER,SL1,3,"LINESTRING (239150.80499952286 901886.2916998565, 239140.21869958192 901927.2238989696, 239122.03149922937 901987.2303999849, 239099.21110026538 902060.9831985012, 239090.77750133723 902093.309698619, 239084.58629903942 902107.9147001952, 239077.4424994886 902120.4560009353, 239066.75330001116 902134.58480056, 239057.22830047458 902143.6864013635, 239043.54930119216 902153.4627993554, 239032.96600129455 902159.5482985415, 239024.102398552 902163.25240127, 239012.9899001345 902166.8242994845, 239002.53879851103 902168.6102002561, 238994.79969974607 902169.404001154, 238987.85439875722 902169.536299225, 238976.80800103396 902168.5440995581, 238967.21690080315 902166.7581987865, 238954.64909865707 902162.5248008631, 238943.66890142858 902156.6774993315, 238934.40850114822 902149.7585999519, 238924.8834984973 902139.7044985704, 238917.4750996828 902128.9888008088, 238912.18340139836 902117.0825014897, 238909.14069858193 902103.7211011536, 238908.1928009838 902086.4721995257, 238910.542999506 902071.2963013537, 238917.10470063984 902055.2096006796, 238927.26469848305 902039.7579014339, 238936.78970113397 902029.386201106, 238947.3731008321 902019.8611984514, 238992.05469955504 901987.6273004338, 239009.2526004836 901976.2501996383, 239049.2047996819 901952.4376010038, 239098.8142996058 901923.3334007561, 239143.2643993199 901896.4780993089, 239157.02270010114 901888.8052010313)"
GISDATA.MBTA_ARC.65,SILVER,SL3,1,"LINESTRING (238410.65369981527 905091.6810989007, 238459.07959932834 905078.314300362, 238487.8927987069 905071.5674012639, 238563.96679950505 905052.3507003225, 238651.7027989775 905031.7130994536, 238668.00119901448 905028.1147996299, 238688.00369866937 905021.1297995523, 238704.72540076077 905014.1447994784, 238717.74300013483 905009.1706003435, 238734.99380095303 905002.2914000526, 238749.4929996282 904995.3063999787, 238769.09249895066 904984.9955986142, 238778.93500076234 904979.3598997705, 238786.74639989436 904974.19260028, 238820.35679909587 904948.5274014138)"
GISDATA.MBTA_ARC.66,SILVER,SL3,3,"LINESTRING (238723.11879936606 902733.0876001157, 238719.37299855798 902722.5988015123, 238715.37690014392 902711.6097008325, 238703.1422990337 902676.773900222, 238702.50730072707 902670.2650989778, 238702.98359934986 902663.4387985803, 238704.72980102897 902654.5488004684, 238707.90479879826 902647.2463012412, 238713.46109946817 902638.1975005381, 238719.81590067595 902626.2327004187, 238725.4059003517 902617.0258985907, 238733.62610030174 902604.531098485, 238743.49079991877 902589.734300103, 238752.6975986287 902575.9241004772, 238760.58900094032 902564.0865994021, 238769.79579965025 902550.6052005403, 238777.35860078037 902540.0830989815, 238785.57870093733 902530.2183993645, 238795.77210152894 902518.0522004366, 238808.2670014277 902504.5706986636, 238825.3657014072 902485.4997990951, 238845.42329952866 902464.1268014573, 238861.86420152336 902446.6994005032, 238880.27769915015 902426.9705002345, 238893.75920092314 902412.1736987345, 238901.3218991384 902402.9669000246, 238907.89810151607 902394.4179990999, 238916.44750140607 902383.2379997559, 238922.69489990175 902374.031201046, 238932.2303995788 902358.5770007223, 238939.46439994872 902345.7529008873, 238946.04110129178 902332.9293998145, 238951.30190102756 902321.0919985324, 238954.91860026866 902310.5698002987, 238956.89190069586 902299.0610999875, 238957.26320100576 902292.394899495, 238956.89190069586 902285.9088012688, 238955.67569900304 902280.7531994395, 238953.9325004816 902275.38669971, 238950.91319923103 902269.4289985336, 238946.997400254 902262.9732000977, 238941.2823999077 902255.3531985953, 238931.12229915708 902245.722299479, 238915.24730096757 902234.3980985768, 238905.65500009805 902224.2338002585, 238873.90490080416 902173.9626010396, 238819.73250052333 902073.742800571, 238814.81130107492 902062.4714995623, 238811.47750071436 902050.8827991895, 238810.68379960954 902038.9764998741, 238811.79499986768 902026.2764994502, 238816.08130080253 902012.3063995056, 238822.47290086 901998.7699988522, 238827.63230107725 901991.2292988524, 238838.74529846013 901979.719999779, 238856.60439971834 901967.417199187, 238895.8373998776 901943.5676987991, 238907.56940054893 901962.683199808, 238910.6025013551 901966.5470001549, 238913.7774991244 901968.5578010939, 238917.79920080304 901970.2511995584, 238922.66760014743 901970.5686987117, 238927.43009991944 901969.8278008252, 238934.41509999335 901966.8644993044, 238939.7068013996 901963.7953013256, 238955.57650117576 901953.8051987439, 238977.6069007516 901939.008400362, 238998.0209985599 901923.6843993291, 239026.95990028232 901903.2844004668, 239044.73989962786 901889.3144003153, 239058.28660083562 901875.1327008009, 239076.9133009687 901851.0026996881, 239089.1899993345 901834.0693013407, 239099.3501000926 901816.0775995143, 239106.54669974 901800.2026013285, 239115.22510139644 901779.0358986147, 239120.11989923567 901764.5718989708)"
GISDATA.MBTA_ARC.67,SILVER,SL3,3,"LINESTRING (239179.0955992192 901809.4983004257, 239176.71439923346 901825.4703009799, 239172.48100131005 901846.3725011088, 239164.55189890414 901878.8822002001, 239157.06290127337 901913.7360010594, 239150.1498990655 901944.8446996659, 239142.94859977067 901977.9699997082, 239134.6500993669 902006.5687990598, 239129.56690081954 902026.0032992437, 239127.47440021485 902035.2720010877, 239127.47440021485 902042.4477002434, 239128.9689009413 902047.2318988517, 239133.73100153357 902054.8780992553, 239136.61149942875 902058.6227992177, 239139.4921002239 902061.7911014631, 239150.23540023714 902066.917700816, 239155.6165010035 902069.5940992348, 239143.97480094433 902084.1992006041, 239135.29639928788 902096.0525002368, 239124.71309938282 902107.6942002922, 239105.02799909562 902126.3209004253, 239088.7296988517 902142.8309998326, 239075.59390036017 902160.6301002651, 239072.63459993154 902172.467601344, 239071.64850014448 902184.9624014497, 239071.64850014448 902194.4979011267, 239073.29250083864 902204.3626007438, 239080.3401992768 902236.2377007045, 239080.6708992347 902243.5136985332, 239080.00989849865 902249.4667000584, 239071.4109012559 902261.7039987147, 239061.1580986008 902272.948598735, 239052.55910135806 902285.1859005094, 239047.9290992543 902293.1234011613, 239044.95230066776 902301.3916984499, 239038.0069996789 902334.1336013451, 239035.36100084335 902346.0402000435, 239032.05400127172 902357.2847002707, 239024.7779005319 902370.5143015049, 239006.74789984524 902392.8677013516, 238999.01620138437 902402.5598986037, 238808.2670014277 902641.6869007424, 238800.70420029014 902652.2089991793, 238794.12810082734 902663.0597985871, 238789.19599894434 902674.2399008423, 238786.56529969722 902685.419401221, 238784.59260115027 902696.5988984779, 238784.92129900306 902709.7516992837, 238786.08750104904 902727.1997013539)"
GISDATA.MBTA_ARC.68,SILVER,SL3,3,"LINESTRING (239178.75830042362 904263.091699671, 239176.74739968777 904252.1909006163, 239208.39169918746 904245.1000009589, 239217.78440065682 904240.2052000016, 239223.47299939394 904231.2093989849, 239229.5583987832 904221.2874989994, 239244.90430136025 904201.1790997721, 239248.03920086473 904196.4521015286, 239250.06359867007 904192.3155001514, 239290.4127014354 904099.5788999349, 239328.2482001111 904025.6276995279, 239334.86280114204 904011.207899034, 239340.6836012751 903993.6130009815, 239344.52009875327 903972.3140002005, 239344.52009875327 903962.392200008, 239344.3878006786 903951.1473006047, 239340.55130008608 903927.0701993853, 239333.80440098792 903898.3628995903, 239326.39609885216 903874.1534005068, 239315.65460135788 903852.5686005875, 239303.0604007244 903824.6286002845, 239286.84899875522 903795.3799988925, 239274.61529890448 903777.9705015086, 239264.21889969707 903761.4406991303, 239240.9354995787 903732.0718996227, 239238.39609888196 903726.9441994242, 239239.7719015181 903722.0758000761, 239254.17600013316 903709.9946002327, 239272.47279865295 903695.1829014383, 239276.34999939054 903690.4343010299, 239278.6519009918 903687.2593001463, 239280.79509979486 903682.7349013537, 239281.906300053 903678.5281015076, 239283.0176001042 903673.2098986991, 239282.92820075154 903667.3019009046, 239281.19190045446 903660.9862000197, 239278.33439872414 903655.2710998803, 239268.65069950372 903643.2061008848, 239247.37810032815 903616.5493011177, 239238.25000124425 903605.0398991294, 239226.02619965374 903587.736098621, 239215.78680051863 903573.0516988672, 239205.0710996315 903558.446700409, 239183.66189879924 903531.2315998524, 239153.49930150807 903495.8303008489, 239128.84380047768 903467.0937989876, 239107.06250098348 903438.1249997616, 239086.28130043298 903400.656301327, 239076.2717007026 903376.1218996644, 239071.24459856004 903364.3480013311, 239049.81329970807 903322.2790984921, 239024.57319918275 903268.2931997217, 239016.72179846466 903251.1722988077, 239013.4517006427 903245.0640997253, 239013.0382001698 903241.1641990952, 239014.16610024124 903238.0790996514, 239023.28679902107 903228.612501122, 239046.37569855154 903212.0581994504, 239052.03909943253 903204.2167001106, 239053.09420017153 903200.5704994239, 239053.35879942775 903196.3372012936, 239051.90359861404 903190.6485994384, 239047.15779866278 903179.9667004719, 239042.1854987219 903168.4936014786, 239032.15240074694 903145.6165011115, 239025.80239897966 903135.9855988733, 239021.03979941458 903129.2123012841, 239013.3140012473 903118.3113993183, 239004.2785011381 903106.1140991338, 238948.3199007064 903040.7815989442, 238935.19660134614 903024.9066007584, 238928.6349002123 903017.9216006808, 238915.08819899708 903008.1848986596, 238898.7897989601 902994.214798715, 238887.5715007484 902983.4197994471, 238876.5647990033 902970.9315015115, 238813.91130121797 902896.6363005526, 238807.13800051063 902888.1696013808, 238801.42300016433 902878.6445987262, 238796.1312987581 902867.6379000917, 238791.49739846587 902851.7999003343, 238788.92640065402 902824.2995994017, 238788.0566007942 902820.524899032, 238785.70580039173 902817.0531996936, 238780.73750154674 902815.584398903, 238773.0839008391 902810.0402013138, 238763.16149876267 902798.1320994794, 238723.11879936606 902733.0876001157)"
GISDATA.MBTA_ARC.69,SILVER,SL3,3,"LINESTRING (238792.04779997468 902806.5120001622, 238778.06200127304 902805.7624015361, 238775.19229979068 902804.6693013161, 238764.03409907967 902791.4417988658, 238750.47860044986 902772.1086015254, 238740.7803002 902758.2767997347, 238734.0988999158 902747.1489986107, 238725.47439920902 902734.3364997655)"
GISDATA.MBTA_ARC.70,SILVER,SL3,3,"LINESTRING (238792.04779997468 902806.5120001622, 238795.11469958723 902846.8677984476, 238796.0249999985 902854.1525999308, 238796.10079937428 902854.7593005523, 238799.060199596 902864.6240001693, 238802.01950001717 902873.1728012972, 238806.2941999659 902881.3935002163, 238811.2262987271 902888.6271014139, 238816.48760055006 902895.2036998421, 238885.53900096565 902976.4207004271, 238890.79980070144 902982.0107000992, 238896.06109941006 902988.258201506, 238904.61000032723 902995.820899725, 238916.77619925886 903004.6990005858, 238925.98290129006 903011.933000952, 238932.55959951878 903018.1804992408, 238937.49170140177 903023.1126011238, 238945.05439961702 903031.6619012207, 239016.84620037675 903115.1099999435, 239029.1493003443 903130.9850012511, 239033.2504002005 903137.9964996092, 239047.2733002454 903168.1590002216, 239053.09420017153 903179.9330014661, 239061.2963000834 903199.7768014371, 239062.6191997081 903206.3913993463, 239061.64679969102 903212.911499083, 239057.26669912785 903218.1571988203, 239031.56399974972 903234.2757990956, 239024.14869960397 903240.3904005513, 239021.10860077292 903244.7312011942, 239020.04769954085 903249.386301361, 239021.70670044422 903254.5890992619, 239061.32369962335 903337.8918986991, 239077.46239893138 903366.9938005768, 239104.0780993849 903422.9688014463, 239124.44800116122 903454.0789002813, 239135.40179989487 903468.6839985289, 239146.96089903265 903482.1874985285, 239188.60490000248 903532.0059004836, 239265.10940045863 903623.0000007339, 239282.78340043128 903643.9677994736, 239299.13069926947 903665.351799339, 239305.67919959873 903674.6306988299, 239309.9654007405 903681.4569992274, 239312.6222988963 903687.0766999312, 239314.4104013592 903691.669900082, 239315.5217014104 903696.7499987967, 239316.3683990836 903702.570798926, 239316.52709876 903707.3861985877, 239316.35509848595 903713.7626986429, 239315.48199920356 903720.3508013897, 239314.0928990841 903727.1452988535, 239311.23540047556 903734.2891015224, 239308.58960122615 903739.1045011841, 239305.2822991535 903744.14490081, 239301.24739979208 903749.1057993434, 239293.38359972835 903757.4794005677, 239287.26409903914 903765.6157989576, 239285.46500058472 903768.5263003744, 239284.40660042316 903773.1300006695, 239285.70370031893 903777.7443009019, 239295.5618010983 903794.9444004074, 239323.00710023195 903849.3994002007, 239338.17010010034 903886.5889014602, 239347.5627984479 903926.4086996764, 239351.0686988756 903955.3049989492, 239351.7966984585 903966.4719003998, 239350.60550125688 903981.8390995301, 239348.48880074173 903993.6130009815, 239343.72630096972 904008.9589004442, 239337.82670142502 904021.9552001432, 239293.45540113002 904113.6017999761, 239282.47520077974 904136.2238001786, 239259.40409879386 904189.4367985427, 239238.6865009889 904235.0457997881, 239236.59629875422 904238.1229001619, 239231.30460046232 904243.9966999814, 239229.34669941664 904245.7428985424, 239226.67439876497 904247.436300125, 239198.86669965088 904254.9424996488)"
GISDATA.MBTA_ARC.71,GREEN,E - Lechmere,1,"LINESTRING (234867.7249013111 902340.8735991046, 234867.58320082724 902340.9293992445, 234863.14880014956 902343.0828986093, 234853.2707001418 902349.602199994, 234844.45309907198 902355.4804000817, 234817.3863009587 902374.0081986524, 234780.3854997903 902399.5718015283, 234779.87561754137 902399.9044443406, 234779.35511665046 902400.220212698, 234778.82455844432 902400.5187729225, 234778.2845073864 902400.7997975647, 234777.73554351926 902401.0629872419, 234777.17825625837 902401.3080644049, 234776.61324436218 902401.5347608589, 234776.04111281782 902401.7428364716, 234775.46247287095 902401.9320667163, 234774.877948232 902402.102248881, 234774.28816572577 902402.2532020956, 234773.6937552914 902402.384761069, 234773.09535624087 902402.4967885911, 234772.49361098558 902402.5891599208, 234771.88916507363 902402.6617814973, 234771.2826609239 902402.7145722397, 234770.67475654185 902402.7474729009, 234770.06610059738 902402.7604554072, 234769.45734796673 902402.7534979321, 234768.84914732724 902402.726616066, 234768.2421535626 902402.6798316389, 234767.63701533526 902402.6131976731, 234767.03438441455 902402.526782766, 234766.4349063486 902402.4206867181, 234765.83922354877 902402.2950155586, 234765.24797532707 902402.1499096192, 234764.66179473698 902401.9855217114, 234764.08131173253 902401.802026473, 234763.50715001673 902401.5996266119, 234762.93992082775 902401.3785310648, 234762.38023540378 902401.1389862038, 234761.82869250327 902400.8812383898, 234761.28588464856 902400.6055745296, 234760.75239813328 902400.3122815266, 234760.22879740596 902400.0016805977, 234759.7156469226 902399.6740991883, 234759.21349866688 902399.3298928067, 234758.72289215028 902398.9694294482, 234758.24434817582 902398.5930958092, 234757.77838440984 902398.2012941837, 234757.32549982518 902397.7944455743, 234756.88617779315 902397.3729865775, 234756.46089234203 902396.9373693801, 234756.05009876937 902396.488058649, 234755.65423680097 902396.0255408771, 234755.27373054624 902395.5503087938, 234754.90899166465 902395.0628707223, 234754.56040684134 902394.5637505762, 234754.22835031897 902394.0534878671, 234753.91318071634 902393.5326252244, 234753.61523485184 902393.0017208569, 234753.3348307982 902392.4613454714, 234753.07227418572 902391.9120791107, 234752.8278394416 902391.354511179, 234752.60179165006 902390.7892373204, 234752.39437716454 902390.2168656513, 234752.20581428707 902389.6380105279, 234752.03630573303 902389.0532894172, 234751.8860323578 902388.4633322693, 234751.75515634567 902387.8687721491, 234751.6438211426 902387.2702452354, 234751.552139014 902386.6683939546, 234751.48021598905 902386.0638607219, 234751.42812380195 902385.4573004358, 234751.39592169225 902384.8493586332, 234751.38364397734 902384.2406870909, 234751.3913000077 902383.6319407038, 234751.4188835472 902383.0237712488, 234751.46636652946 902382.4168336205, 234751.53369905055 902381.8117733523, 234751.6208062768 902381.2092422284, 234751.72759463638 902380.609885782, 234751.8539487645 902380.0143495575, 234751.9997376576 902379.423266612, 234752.1648022905 902378.8372762538, 234752.34896489978 902378.2570053115, 234752.55202589184 902377.68307437, 234752.7737732157 902377.1161009036, 234753.01396673173 902376.5566930324, 234753.27234449238 902376.0054495111, 234753.5486382991 902375.4629597478, 234753.84254253656 902374.9298100322, 234754.15374846756 902374.4065679349, 234754.48191928118 902373.8937947974, 234754.82670259476 902373.3920457177, 234755.1877304092 902372.9018508531, 234755.56461603194 902372.4237434678, 234755.95695404708 902371.9582318924, 234756.36432345212 902371.5058150925, 234756.78629077226 902371.0669795573, 234757.22239758074 902370.6421961896, 234757.67217921466 902370.2319202982, 234758.13515540957 902369.8365915939, 234758.61082720757 902369.4566342048, 234759.09868316352 902369.0924535394, 234759.59820248187 902368.7444456518, 234760.10884877294 902368.4129785337, 234760.63007628918 902368.0984076969, 234761.16132057458 902367.8010730594, 234761.70202029496 902367.52129272, 234762.25158914924 902367.2593660541, 234762.80943775177 902367.0155768506, 234763.374970451 902366.7901808284, 234763.94758224487 902366.5834243596, 234764.52665566653 902366.3955288529, 234765.1115701273 902366.2266938984, 234765.70169879496 902366.0771003738, 234827.3972011283 902354.6237012334)"
GISDATA.MBTA_ARC.72,RED,A - Ashmont B - Braintree  C - Alewife,7,"LINESTRING (236545.83420071006 897378.6429008618, 236505.55979958922 897425.1150002107, 236489.22290109843 897444.1301994286, 236471.01099874824 897468.2341014296, 236452.53140042722 897496.0873999223, 236437.5338986665 897523.1368994564, 236432.98070010543 897535.9922003448, 236429.49909938872 897546.4375014715, 236428.42800050974 897557.6856005006, 236429.23130049556 897569.2020005062, 236431.3263988495 897577.0662995316, 236441.16499935836 897608.5507985055, 236458.15619995445 897654.0787986405, 236506.11269905418 897784.1345006451, 236511.04170110822 897801.3853014708, 236513.09540076554 897814.1172014959, 236513.09540076554 897828.9033001475, 236500.77359887213 898491.3990004547, 236487.63049986213 899079.9639985599, 236488.86240032315 899154.7154989131, 236490.43730027974 899238.3753001206, 236492.14839960635 899258.2177996561, 236495.84509890527 899280.3967012689, 236500.50120013207 899296.3264985457, 236506.25299931318 899310.0936996602, 236702.78580139577 899769.3858006634, 236826.35849876702 900026.7912985794, 236834.60269904882 900046.4859010763, 236838.72479919344 900057.4785007648, 236842.38410089165 900071.2175008692, 236846.36740079522 900088.4796001837, 236849.33399861306 900112.891199749, 236848.9029001966 900129.697601553, 236845.88619981706 900147.796799656, 236841.57719898224 900167.188800294, 236832.09650150687 900186.5808009356, 236821.3230014965 900203.3871996179, 236808.3950010687 900217.1769010425, 236785.12459905446 900237.8617011011, 236700.9373987317 900291.9053989984, 236610.10660113394 900355.1809001081, 236598.11500023305 900361.8143995255, 236583.57169908285 900369.2138013281, 236569.53880098462 900376.1028000899, 236550.91319857538 900382.7361997142, 236527.6955997795 900390.6455991492, 236509.06950152665 900396.2401986793, 236490.51929932088 900402.4815004133, 236472.5843986869 900410.8019990362, 236451.15260086954 900422.7935999408, 236428.1894005686 900438.1024011783, 236409.5644000396 900451.8797999397, 236394.37380104512 900465.6075015515, 236383.08270038664 900475.1619994156, 236322.45729900151 900536.1350001581, 236293.27330140024 900564.9708994329, 236263.74269925803 900592.9382992797, 236223.78880045563 900630.4602998979, 236189.74129962176 900653.564299427, 236159.68889927864 900672.3250003569, 236141.97070015967 900683.0948984474, 236124.25189916044 900692.3017002754, 236102.01670155674 900704.1140003838, 236073.52799934894 900719.2272001915, 235954.59399858862 900776.5323014073, 235930.0466986224 900789.7040005997, 235898.31390102208 900806.4684985019, 235862.98900015652 900828.1445002928, 235831.8553001657 900848.379300423, 235811.7705987692 900862.9527984485, 235795.1966003552 900877.6215992346, 235778.05129993707 900894.957399141, 235491.81820119917 901208.0264986493, 235487.8793998286 901211.5424002558, 235472.39450054616 901224.242400676)"
GISDATA.MBTA_ARC.73,RED,A - Ashmont B - Braintree  C - Alewife,4,"LINESTRING (235472.39450054616 901224.242400676, 235466.0605000332 901229.4372993, 235449.09689857066 901240.0756009929, 235439.678200908 901245.6160001941, 235427.47670003772 901251.7711988799, 235416.68529957533 901256.4197002016, 235400.61819896102 901262.5139999241, 235390.9223997891 901265.2845004648, 235379.26520055532 901267.9196997732, 235368.48349877447 901269.7167992406, 235354.90990009904 901271.6557987854, 235289.2556002885 901279.1355998181, 234439.35660032928 901360.8564014845, 234435.34110144526 901361.3145002797)"
GISDATA.MBTA_ARC.74,RED,A - Ashmont B - Braintree  C - Alewife,1,"LINESTRING (236618.75939952582 897303.6895994097, 236599.06580120325 897323.1619992778, 236547.50840140134 897376.7109991312, 236545.83420071006 897378.6429008618)"
GISDATA.MBTA_ARC.75,RED,B - Braintree  C - Alewife,4,"LINESTRING (236853.4875991866 897025.7302990705, 236847.78109999746 897040.8124007396, 236836.49609921873 897066.0380998179, 236824.76819943637 897088.1657013521, 236811.93389883637 897109.1868989505, 236795.78080119938 897130.6509986706, 236780.95529972017 897146.5829009637, 236757.05719991773 897170.9234008007, 236722.98059993982 897207.2128990889, 236687.13390085846 897240.6255014054, 236666.55510017276 897260.0979012735, 236639.11699864268 897285.7660003863, 236618.75939952582 897303.6895994097)"
GISDATA.MBTA_ARC.76,SILVER,SL3,3,"LINESTRING (238786.08750104904 902727.1997013539, 238786.65390070528 902735.6731989533, 238791.49739846587 902801.162599422, 238792.04779997468 902806.5120001622)"
GISDATA.MBTA_ARC.77,SILVER,SL3,1,"LINESTRING (238823.6062989235 904952.4750999995, 238807.66879884154 904964.754901316, 238795.00139969587 904973.5575988553, 238778.9759004861 904983.5583013743, 238767.59060103446 904990.3851007372, 238754.25549939275 904997.4760003947, 238737.00469857454 905005.6252004132, 238716.534098953 905013.9325013496, 238697.93400001526 905020.1575991213, 238679.1259003058 905025.9328996688, 238669.80040038377 905029.2789995745, 238631.38280017674 905037.7455989532, 238585.55949869752 905049.9331006669, 238492.5759002939 905074.5835995562, 238460.19079958647 905082.1242995523, 238411.71200018376 905095.054498557)"
